id,supplier,name,active,description,category,timestamp,usda_id,price_per_kg,price_per_unit,usda_weight_unit_g,weight_net_g,price_total,organic,origin,picture
wi2064/g,NL ah,Grand'Italia Farfalle tradizionali 500 g ,1,,Pasta. rijst. internationale keuken/Farfalle,2023/12/22,20420, € 2.58 ,,,500 g, € 1.29 ,,,https://static.ahold.com/cmgtcontent/media//001650800/000/001650862_005_2064_708.jpg
wi2090/g,NL ah,Grand'Italia Spaghetti tradizionali 500 g ,1,,Pasta. rijst. internationale keuken/Spaghetti (houdbaar),2023/12/23,20420, € 2.58 ,,,500 g, € 1.29 ,,,https://static.ah.nl/static/product/AHI_434d50323737303630_1_LowRes_JPG.JPG
wi160583,NL ah,La Baleine Zeezout fijn 500 g ,1,,Soepen. conserven. sauzen. smaakmakers/Zeezout,2023/12/24,02047, € 2.58 ,,,500 g, € 1.29 ,,,https://static.ahold.com/cmgtcontent/media//001441700/000/001441738_001_160583_708.jpg
wi160582,NL ah,La Baleine Zeezout grof 500 g ,1,,Soepen. conserven. sauzen. smaakmakers/Zeezout,2023/12/25,02047, € 2.58 ,,,500 g, € 1.29 ,,,https://static.ahold.com/cmgtcontent/media//001460800/000/001460882_001_160582_708.jpg
wi379122,NL ah,AH Kaki 1 kg ,1,,Aardappel. groente. fruit/Verse kakifruit,2023/12/26,09265, € 2.58 ,,,1 kg, € 2.58 ,,,https://static.ah.nl/static/product/AHI_434d50323238333936_5_LowRes_JPG.JPG
wi143017,NL ah,Grand'Italia Macaroni tradizionali 500 g ,1,,Pasta. rijst. internationale keuken/Macaroni,2023/12/27,20420, € 2.58 ,,,500 g, € 1.29 ,,,https://static.ahold.com/cmgtcontent/media//001652600/000/001652692_008_143017_708.jpg
wi124473,NL ah,AH Peren half op siroop 411 g ,1,,Aardappel. groente. fruit/Halve peren (conserven),2023/12/28,09252, € 2.58 ,,,411 g, € 1.06 ,,,https://static.ah.nl/static/product/AHI_434d50323532323037_1_LowRes_JPG.JPG
wi823/ah,NL ah,AH Sperziebonen fijn gebroken 330 g ,1,,Aardappel. groente. fruit/Sperziebonen (conserven),2023/12/29,11052, € 2.58 ,,,330 g, € 0.85 ,,,https://static.ah.nl/static/product/AHI_434d50323132373632_1_LowRes_JPG.JPG
wi201045,NL ah,Waldkorn Heel 800 g ,1,,Bakkerij/Volkoren brood (dagvers),2023/12/30,18075, € 2.56 ,,,800 g, € 2.05 ,,,https://static.ah.nl/static/product/AHI_434d50303430323436_1_LowRes_JPG.JPG
wi417056,NL ah,Ardo Broccolimix 1 kg ,1,,Aardappel. groente. fruit/Broccoli (diepvries),2023/12/31,11090, € 2.56 ,,,1 kg, € 2.56 ,,,https://static.ah.nl/static/product/AHI_43545236333239343437_1_LowRes_JPG.JPG
wi213922,NL ah,Hak Boerenkool 680 g ,1,,Aardappel. groente. fruit/Boerenkool (conserven),2024/01/01,11233, € 2.56 ,,,680 g, € 1.74 ,,,https://static.ahold.com/cmgtcontent/media//000957700/000/000957796_002_213922_708.jpg
wi39028/,NL ah,AH Aardbeien op lichte siroop 400 g ,1,,Soepen. conserven. sauzen. smaakmakers/Aardbeien (conserven),2024/01/02,09316, € 2.55 ,,,400 g, € 1.02 ,,,https://static.ah.nl/static/product/AHI_434d50323132373539_1_LowRes_JPG.JPG
wi195541,NL ah,AH Lima bonen 400 g ,1,,Soepen. conserven. sauzen. smaakmakers/Limabonen,2024/01/03,16074, € 2.55 ,,,400 g, € 1.02 ,,,https://static.ah.nl/static/product/AHI_434d50303234373037_2_LowRes_JPG.JPG
wi226730,NL ah,Cirio Tomatenblokjes met basilicum 400 g ,1,,Pasta. rijst. internationale keuken/Tomatenblokjes (conserven),2024/01/04,11529, € 2.55 ,,,400 g, € 1.02 ,,,https://static.ahold.com/cmgtcontent/media//001125300/000/001125374_001_226730_708.jpg
wi216288,NL ah,Hak Gesneden bladspinazie 630 g ,1,,Soepen. conserven. sauzen. smaakmakers/Spinazie (conserven),2024/01/05,11457, € 2.52 ,,,630 g, € 1.59 ,,,https://static.ahold.com/cmgtcontent/media//000977700/000/000977792_002_216288_708.jpg
wi858/ah,NL ah,AH Ananasschijven op sap 425 g ,1,,Aardappel. groente. fruit/Ananas (conserven),2024/01/06,09266, € 2.52 ,,,425 g, € 1.07 ,,,https://static.ah.nl/static/product/AHI_434d50303538323635_2_LowRes_JPG.JPG
wi378626,NL ah,Heinz Tomatenblokjes Naturel 390 g ,1,,Pasta. rijst. internationale keuken/Tomatenblokjes (conserven),2024/01/07,11529, € 2.51 ,,,390 g, € 0.98 ,,,https://static.ah.nl/static/product/AHI_434d50323837303831_1_LowRes_JPG.JPG
wi130202,NL ah,Bonduelle Franse sperziebonen mini 800 g ,1,,Aardappel. groente. fruit/Sperziebonen (conserven),2024/01/08,11052, € 2.51 ,,,800 g, € 2.01 ,,,https://static.ahold.com/cmgtcontent/media//001539900/000/001539992_001_130202_708.jpg
wi198410,NL ah,Valle del sole Rode split linzen 900 g ,1,,Soepen. conserven. sauzen. smaakmakers/Linzen (gedroogd),2024/01/09,16070, € 2.50 ,,,900 g, € 2.25 ,,,https://static.ahold.com/cmgtcontent/media//001264200/000/001264216_001_198410_708.jpg
wi198413,NL ah,Valle del sole Witte bonen 900 g ,1,,Soepen. conserven. sauzen. smaakmakers/Witte bonen (gedroogd),2024/01/10,11046, € 2.50 ,,,900 g, € 2.25 ,,,https://static.ahold.com/cmgtcontent/media//001264200/000/001264212_001_198413_708.jpg
wi412578,NL ah,AH Yoghurt Griekse stijl 600 g ,1,,Zuivel. eieren/Griekse yoghurt naturel,2024/01/11,01287, € 2.50 ,,,600 g, € 1.50 ,,,https://static.ah.nl/static/product/AHI_434d50323837383838_1_LowRes_JPG.JPG
wi39319/,NL ah,AH BASIC Maiskorrels 300 g ,1,,Aardappel. groente. fruit/Maiskorrels (conserven),2024/01/12,11167, € 2.50 ,,,300 g, € 0.75 ,,,https://static.ah.nl/static/product/AHI_434d50303937303736_1_LowRes_JPG.JPG
wi439393,NL ah,Goldsteig Mozzarella light 8.5% 220 g ,1,,Kaas. vleeswaren. delicatessen/Mozzarella,2024/01/13,43597, € 2.50 ,,,220 g, € 0.55 ,,,https://static.ahold.com/cmgtcontent/media//001974700/000/001974740_001_439393_708.jpg
wi426004,NL ah,AH Biologisch Flespompoen 1 kg ,1,,Aardappel. groente. fruit/Pompoen (vers),2024/01/14,11477, € 2.49 ,,,1 kg, € 2.49 ,,,https://static.ahold.com/cmgtcontent/media//001864000/000/001864040_001_426004_708.jpg
wi455429,NL ah,AH Junami zak 1kg 1 kg ,1,,Aardappel. groente. fruit/Appels fris,2024/01/15,09003, € 2.49 ,,,1 kg, € 2.49 ,,,https://static.ah.nl/static/product/AHI_43545236383534383939_1_LowRes_JPG.JPG
wi437239,NL ah,AH Biologisch Les Pains Montagne heel per stuk ,1,,Bakkerij/Volkoren brood (ovenvers),2024/01/16,18075, € 2.49 ,,800.00 g,per stuk, € 1.99 ,,,https://static.ah.nl/static/product/AHI_434d5039373839323335_2_LowRes_JPG.JPG
wi223178,NL ah,Soubry Tagliatelli 375 g ,1,,Pasta. rijst. internationale keuken/Tagliatelli. fettucini. linguine (houdbaar),2024/01/17,20420, € 2.48 ,,,375 g, € 0.93 ,,,https://static.ahold.com/cmgtcontent/media//001104100/000/001104140_001_223178_708.jpg
wi60743/,NL ah,AH Biologisch Sperziebonen 340 g ,1,,Aardappel. groente. fruit/Sperziebonen (conserven),2024/01/18,11052, € 2.47 ,,,340 g, € 0.84 ,,,https://static.ah.nl/static/product/AHI_434d50313832343139_2_LowRes_JPG.JPG
wi428675,NL ah,AH Excellent Charlotte 1 kg ,1,,Aardappel. groente. fruit/Hele aardappel - speciale smaak,2024/01/19,11352, € 2.46 ,,,1 kg, € 2.46 ,,,https://static.ah.nl/static/product/AHI_434d5034353636393730_1_LowRes_JPG.JPG
wi208765,NL ah,CêlaVíta Oma's vastkokende aardappelen 500 g ,1,,Aardappel. groente. fruit/Geschilde aardappel - vastkokend,2024/01/20,11352, € 2.44 ,,,500 g, € 1.22 ,,,https://static.ahold.com/cmgtcontent/media//001837800/000/001837808_001_208765_708.jpg
wi2065/g,NL ah,Grand'Italia Penne tradizionali 500 g ,1,,Pasta. rijst. internationale keuken/Penne,2024/01/21,20420, € 2.44 ,,,500 g, € 1.22 ,,,https://static.ah.nl/static/product/AHI_434d50323737303832_1_LowRes_JPG.JPG
wi173138,NL ah,Grand'Italia Rigatoni tradizionali 500 g ,1,,Pasta. rijst. internationale keuken/Rigatoni,2024/01/22,20420, € 2.44 ,,,500 g, € 1.22 ,,,https://static.ahold.com/cmgtcontent/media//001650800/000/001650860_001_173138_708.jpg
wi419476,NL ah,Honig Spaghettini 500 g ,1,,Pasta. rijst. internationale keuken/Spaghetti (houdbaar),2024/01/23,20420, € 2.44 ,,,500 g, € 1.22 ,,,https://static.ahold.com/cmgtcontent/media//001800300/000/001800342_001_419476_708.jpg
wi195102,NL ah,Hak Witte bonen in tomatensaus 720 g ,1,,Aardappel. groente. fruit/Witte bonen (conserven),2024/01/24,11046, € 2.42 ,,,720 g, € 1.74 ,,,https://static.ahold.com/cmgtcontent/media//001975700/000/001975710_002_195102_708.jpg
139181BL,NL jumbo,Cartier Groene Olijven Zonder Pit 850g,1,,Koken. soepen. maaltijden,2024/01/25,09195, € 2.41 ,,,850 g, € 2.05 ,,,https://static-images.jumbo.com/product_images/139181BLK-1_720x720.png
wi223184,NL ah,Elvea Gepelde tomaten in blokjes 1200 g ,1,,Pasta. rijst. internationale keuken/Tomatenblokjes (conserven),2024/01/26,11529, € 2.41 ,,,1200 g, € 2.89 ,,,https://static.ah.nl/static/product/AHI_43545236323036373733_2_LowRes_JPG.JPG
wi417148,NL ah,AH Vloerbrood volkoren per stuk ,1,,Bakkerij/Volkoren brood (ovenvers),2024/01/27,18075, € 2.40 ,,800.00 g,per stuk, € 1.92 ,,,https://static.ah.nl/static/product/AHI_43545236373135333230_1_LowRes_JPG.JPG
wi173810,NL ah,AH Tafelzout met jodium 125 g ,1,,Soepen. conserven. sauzen. smaakmakers/Zout (diverse),2024/01/28,02047, € 2.40 ,,,125 g, € 0.30 ,,,https://static.ah.nl/static/product/AHI_434d50313530383932_1_LowRes_JPG.JPG
wi60036/,NL ah,AH Champignonschijfjes 280 g ,1,,Soepen. conserven. sauzen. smaakmakers/Champignons (conserven),2024/01/29,11260, € 2.39 ,,,280 g, € 0.67 ,,,https://static.ah.nl/static/product/AHI_434d50323132373338_1_LowRes_JPG.JPG
wi164358,NL ah,AH Kilo'tje zoete aardappel 1 kg ,1,,Aardappel. groente. fruit/Zoete aardappelen,2024/01/30,11507, € 2.39 ,,,1 kg, € 2.39 ,,,https://static.ah.nl/static/product/AHI_434d50303532323830_2_LowRes_JPG.JPG
wi208767,NL ah,CêlaVíta Oma's kruimige aardappelen voordeel 900 g ,1,,Aardappel. groente. fruit/Stamppot aardappelen,2024/01/31,11352, € 2.39 ,,,900 g, € 2.15 ,,,https://static.ahold.com/cmgtcontent/media//001073900/000/001073954_002_208767_708.jpg
wi445488,NL ah,AH Chioggia Biet 750 g ,1,,Aardappel. groente. fruit/Bietjes (vers),2024/02/01,11080, € 2.39 ,,,750 g, € 1.79 ,,,https://static.ah.nl/static/product/AHI_4354525f36303938363034_1_LowRes_JPG.JPG
